,Item Name,2020 CPT Code,Average Charge,Hospital Name,lat,lon,Source
2631,Partial Thromboplastin Time,85730.0,7.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2632,Prothrombin Time,85610.0,296.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2633,Thyroid Stimulating Hormone,84443.0,924.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2634,"Troponin, Quantitative",84484.0,924.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2635,"CT Scan, Abdomen, with contrast",74160.0,9193.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2636,"CT Scan, Head or Brain, without contrast",70450.0,7593.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2637,"CT Scan, Pelvis, with contrast",72193.0,8560.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2638,"Mammography, Screening, Bilateral",77067.0,633.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2639,"MRI, Brain, without contrast, followed by contrast",70553.0,14319.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2640,"Ultrasound, Abdomen, Complete",76700.0,2703.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2641,"Ultrasound, OB, 14 weeks or more, transabdominal",76805.0,2936.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2642,"X-Ray, Lower Back, minimum four views",72110.0,2537.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2643,"X-Ray, Chest, two views",71046.0,919.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2644,"Echocardiography, Transthoracic, complete, without Doppler",93307.0,2684.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2645,"Electrocardiogram, routine, with interpretation and report",93000.0,31.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2646,"Inhalation Treatment, pressurized or nonpressurized",94640.0,485.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2647,"Physical Therapy, Gait Training",97116.0,412.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2648,"Physical Therapy, Therapeutic Exercise",97110.0,320.0,Pomona Valley Hospital Medical Center,34.0766267,-117.7500322,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2649,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,400.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2650,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,551.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2651,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,800.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2652,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285.0,1154.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2653,"Outpatient Visit, established patient, 15 minutes",99213.0,135.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2654,Basic Metabolic Panel,80048.0,117.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2655,"Blood Gas Analysis, including 02 saturation",82805.0,176.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2656,"Complete Blood Count, with differential WBC, automated",85025.0,40.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2657,Comprehensive Metabolic Panel,80053.0,147.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2658,"Creatine Kinase (CK), (CPK), Total",82550.0,35.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2659,Lipid Panel,80061.0,185.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2660,Partial Thromboplastin Time,85730.0,33.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2661,Prothrombin Time,85610.0,30.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2662,Thyroid Stimulating Hormone,84443.0,77.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2663,"Troponin, Quantitative",84484.0,110.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2664,AUTOM URINALYSIS WO MICRO,81003.0,14.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2665,"Urinalysis, with microscopy",81001.0,23.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2666,"CT Scan, Head or Brain, without contrast",70450.0,1501.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2667,"Mammography, Screening, Bilateral",77067.0,428.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2668,"Ultrasound, Abdomen, Complete",76700.0,348.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2669,"Ultrasound, OB, 14 weeks or more, transabdominal",76805.0,344.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2670,"X-Ray, Lower Back, minimum four views",72110.0,281.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2671,"X-Ray, Chest, two views",71046.0,170.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2672,"Inhalation Treatment, pressurized or nonpressurized",94640.0,86.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2673,Fetal Non-stress test,59025.0,328.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2674,  X-RAY EXAM CHEST 1 VIEW,71045.0,174.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2675,"  X-Ray, Chest, with contrast",71260.0,1736.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2676,  X-RAY EXAM OF SHOULDER 2+ VIEWS,73030.0,186.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2677,"  CT Scan, Angiography, Chest",71275.0,1166.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2678,Ultrasound Pelvis Echogram Complete,76856.0,346.0,Madera Community Hospital,36.9440876,-120.0446729,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2679,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,751.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2680,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285.0,1211.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2681,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,959.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2682,Basic Metabolic Panel,80048.0,229.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2683,ASSAY OF LIPASE,83690.0,163.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2684,"Complete Blood Count, with differential WBC, automated",85025.0,140.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2685,Comprehensive Metabolic Panel,80053.0,275.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2686,Thyroid Stimulating Hormone,84443.0,250.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2687,Prothrombin Time,85610.0,114.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2688,Lipid Panel,80061.0,286.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2689,"Troponin, Quantitative",84484.0,114.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2690,AUTOM URINALYSIS WO MICRO,81003.0,54.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2691,"Urinalysis, with microscopy",81001.0,93.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2692,"CT Scan, Abdomen & Pelvis without contrast",74176.0,4891.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2693,"CT Scan, Head or Brain, without contrast",70450.0,2248.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2694,"CT Scan, Cervical Spine without contrast",72125.0,2407.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2695,"Abdomen one view, KUB",74018.0,286.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2696,"Ultrasound, Abdomen, Complete",76700.0,1041.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2697,"X-Ray, Chest, two views",71046.0,411.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2698,  X-RAY EXAM CHEST 1 VIEW,71045.0,206.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2699,"Physical Therapy, Evaluation",97161.0,293.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2700,"Echocardiography, Transthoracic, complete, without Doppler",93306.0,2862.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2701,"Physical Therapy, Gait Training",97116.0,91.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2702,"Colonoscopy, diagnostic",45378.0,1261.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2703,"Colonoscopy, with biopsy",45380.0,1357.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2704,"Colonoscopy, with lesion removal, by snare technique",45385.0,1519.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2705,"Endoscopy, Upper GI, with biopsy",43239.0,1208.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2706,Paracentesis Abdominal with imaging guidance,49083.0,1628.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2707,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,751.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2708,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285.0,1211.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2709,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,959.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2710,Basic Metabolic Panel,80048.0,229.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2711,ASSAY OF LIPASE,83690.0,163.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2712,"Complete Blood Count, with differential WBC, automated",85025.0,140.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2713,Comprehensive Metabolic Panel,80053.0,275.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2714,Thyroid Stimulating Hormone,84443.0,250.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2715,Prothrombin Time,85610.0,114.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2716,Lipid Panel,80061.0,286.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2717,"Troponin, Quantitative",84484.0,114.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2718,AUTOM URINALYSIS WO MICRO,81003.0,54.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2719,"Urinalysis, with microscopy",81001.0,93.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2720,"CT Scan, Abdomen & Pelvis without contrast",74176.0,4891.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2721,"CT Scan, Head or Brain, without contrast",70450.0,2248.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2722,"CT Scan, Cervical Spine without contrast",72125.0,2407.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2723,"Abdomen one view, KUB",74018.0,286.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2724,"Ultrasound, Abdomen, Complete",76700.0,1041.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2725,"X-Ray, Chest, two views",71046.0,411.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2726,  X-RAY EXAM CHEST 1 VIEW,71045.0,206.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2727,"Physical Therapy, Evaluation",97161.0,293.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2728,"Echocardiography, Transthoracic, complete, without Doppler",93306.0,2862.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2729,"Physical Therapy, Gait Training",97116.0,91.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2730,"Colonoscopy, diagnostic",45378.0,1261.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2731,"Colonoscopy, with biopsy",45380.0,1357.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2732,"Colonoscopy, with lesion removal, by snare technique",45385.0,1519.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2733,"Endoscopy, Upper GI, with biopsy",43239.0,1208.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2734,Paracentesis Abdominal with imaging guidance,49083.0,1628.0,Emanate Health Foothill Presbyterian Hospital,34.1328165,-117.8712996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2735,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,693.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2736,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,1233.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2737,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,2426.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2738,"Outpatient Visit, established patient, 15 minutes",99213.0,190.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2739,Basic Metabolic Panel,80048.0,507.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2740,"Complete Blood Count, automated",85027.0,118.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2741,"Complete Blood Count, with differential WBC, automated",85025.0,248.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2742,Comprehensive Metabolic Panel,80053.0,538.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2743,"Creatine Kinase (CK), (CPK), Total",82550.0,171.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2744,Lipid Panel,80061.0,402.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2745,Partial Thromboplastin Time,85730.0,206.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2746,Prothrombin Time,85610.0,204.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2747,Thyroid Stimulating Hormone,84443.0,200.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2748,"Troponin, Quantitative",84484.0,393.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2749,"CT Scan, Abdomen, with contrast",74160.0,6518.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2750,"CT Scan, Head or Brain, without contrast",70450.0,4075.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2751,"CT Scan, Pelvis, with contrast",72193.0,6783.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2752,"MRI, Brain, without contrast, followed by contrast",70553.0,9193.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
2753,"Ultrasound, Abdomen, Complete",76700.0,1658.0,Huntington Memorial Community Hospital,33.9895589,-118.2241996,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
